owner,name,stars,created_at,updated_at,language,merged_prs,releases,issues_total,issues_closed
chrislgarry,Apollo-11,64636,2014-04-03T15:45:02Z,2026-03-05T23:02:17Z,Assembly,355,0,387,330
localstack,localstack,64564,2016-10-25T23:48:03Z,2026-03-05T22:02:41Z,Python,6811,106,6175,5867
facebook,docusaurus,64007,2017-06-20T16:13:53Z,2026-03-05T22:40:46Z,TypeScript,5624,154,3400,3111
keras-team,keras,63911,2015-03-28T00:35:42Z,2026-03-05T23:32:45Z,Python,4660,86,12653,12465
toeverything,AFFiNE,63910,2022-07-31T18:45:21Z,2026-03-05T23:44:33Z,TypeScript,9029,540,3607,3107
openai,codex,63270,2025-04-13T05:37:54Z,2026-03-05T23:40:01Z,Rust,4292,572,6225,4836
prometheus,prometheus,63062,2012-11-24T11:14:12Z,2026-03-05T22:59:56Z,Go,8236,359,6386,5873
socketio,socket.io,62928,2010-03-11T18:24:48Z,2026-03-05T16:39:31Z,TypeScript,440,82,3650,3464
resume,resume.github.com,62810,2011-02-06T13:39:55Z,2026-03-05T20:11:27Z,JavaScript,84,0,126,66
alacritty,alacritty,62805,2016-02-18T05:02:30Z,2026-03-05T22:15:36Z,Rust,1918,105,6249,5928
OpenBB-finance,OpenBB,62602,2020-12-20T10:46:38Z,2026-03-05T23:31:02Z,Python,4216,54,2285,2251
openinterpreter,open-interpreter,62541,2023-07-14T07:10:44Z,2026-03-05T23:39:02Z,Python,384,48,1049,803
nocodb,nocodb,62348,2017-10-29T18:51:48Z,2026-03-05T22:23:02Z,TypeScript,5822,183,4495,4064
daytonaio,daytona,62260,2024-02-06T08:21:20Z,2026-03-05T23:31:45Z,TypeScript,1855,162,1069,833
traefik,traefik,62052,2015-09-13T19:04:02Z,2026-03-05T20:44:46Z,Go,5076,506,6605,5935
rust-lang,rustlings,62051,2015-09-15T02:25:18Z,2026-03-05T23:39:56Z,Rust,922,46,758,709
gorhill,uBlock,61919,2015-04-01T17:51:11Z,2026-03-05T22:27:01Z,JavaScript,256,283,3447,3434
FuelLabs,sway,61916,2021-01-19T20:54:33Z,2026-03-05T12:58:54Z,Rust,3638,185,3264,2418
ryanoasis,nerd-fonts,61872,2014-12-05T04:31:17Z,2026-03-05T22:20:36Z,CSS,565,38,1127,1080
affaan-m,everything-claude-code,61703,2026-01-18T00:51:51Z,2026-03-05T23:45:02Z,JavaScript,89,10,129,124
lodash,lodash,61580,2012-04-07T04:11:46Z,2026-03-05T23:17:59Z,JavaScript,614,2,4338,4274
tldr-pages,tldr,61551,2013-12-08T07:34:43Z,2026-03-05T23:07:24Z,Markdown,17749,6,1684,1480
reduxjs,redux,61440,2015-05-29T23:53:15Z,2026-03-05T10:22:03Z,TypeScript,1746,78,2067,2030
unclecode,crawl4ai,61416,2024-05-09T09:48:50Z,2026-03-05T22:01:22Z,Python,163,13,933,751
LadybirdBrowser,ladybird,61031,2024-05-30T09:18:10Z,2026-03-05T23:18:34Z,C++,5894,0,1474,927
atom,atom,60987,2012-01-20T18:18:21Z,2026-03-05T23:18:01Z,JavaScript,3937,538,17111,16148
xingshaocheng,architect-awesome,60841,2018-04-06T13:30:58Z,2026-03-05T15:42:23Z,,49,0,71,23
h5bp,Front-end-Developer-Interview-Questions,60794,2012-02-09T23:34:10Z,2026-03-05T21:40:48Z,Nunjucks,484,0,177,143
scrapy,scrapy,60592,2010-02-22T02:01:14Z,2026-03-05T22:47:58Z,Python,2475,46,3241,2780
youngyangyang04,leetcode-master,60585,2019-12-14T12:05:42Z,2026-03-05T17:35:29Z,Shell,2311,0,277,68
BurntSushi,ripgrep,60566,2016-03-11T02:02:33Z,2026-03-05T22:58:50Z,Rust,544,74,1767,1673
minio,minio,60431,2015-01-14T19:23:58Z,2026-03-05T21:57:07Z,Go,9882,521,7885,7840
commaai,openpilot,60229,2016-11-24T01:33:30Z,2026-03-05T22:22:36Z,Python,12647,61,3223,3042
adam-p,markdown-here,60162,2012-05-13T03:27:22Z,2026-03-05T18:22:14Z,JavaScript,27,17,634,333
jquery,jquery,59853,2009-04-03T15:20:14Z,2026-03-05T19:45:35Z,JavaScript,867,13,2381,2305
nuxt,nuxt,59789,2016-10-26T11:18:47Z,2026-03-05T23:37:02Z,TypeScript,7470,274,17160,16350
spring-projects,spring-framework,59704,2010-12-08T04:04:45Z,2026-03-05T22:28:25Z,Java,905,357,27888,27577
jgraph,drawio-desktop,59678,2017-05-25T20:58:42Z,2026-03-05T23:11:25Z,JavaScript,22,169,1738,1677
pathwaycom,pathway,59511,2022-11-27T13:01:14Z,2026-03-05T21:50:13Z,Python,19,84,140,113
CorentinJ,Real-Time-Voice-Cloning,59501,2019-05-26T08:56:15Z,2026-03-05T18:29:33Z,Python,50,0,1111,951
git,git,59496,2008-07-23T14:21:26Z,2026-03-05T23:39:22Z,C,3,0,0,0
shadowsocks,shadowsocks-windows,59265,2013-01-14T07:54:16Z,2026-03-05T16:09:55Z,C#,290,55,2915,2727
meta-llama,llama,59191,2023-02-14T09:29:12Z,2026-03-05T16:50:02Z,Python,54,0,1112,652
Solido,awesome-flutter,59172,2017-05-07T11:45:27Z,2026-03-05T22:36:14Z,Dart,448,0,0,0
topjohnwu,Magisk,59070,2016-09-08T12:42:53Z,2026-03-05T20:06:59Z,Rust,1688,156,6492,6453
Asabeneh,30-Days-Of-Python,59054,2019-11-19T17:24:16Z,2026-03-05T23:35:48Z,Python,137,0,142,84
angular,angular.js,58923,2010-01-06T00:34:37Z,2026-03-05T13:52:42Z,JavaScript,790,0,9033,8644
cline,cline,58662,2024-07-06T07:28:10Z,2026-03-05T23:16:11Z,TypeScript,3244,239,3417,2915
PlexPt,awesome-chatgpt-prompts-zh,58544,2022-12-12T01:55:03Z,2026-03-05T21:59:05Z,,33,0,97,59
rails,rails,58344,2008-04-11T02:19:47Z,2026-03-05T22:14:57Z,Ruby,25884,160,18481,17973
FiloSottile,mkcert,58254,2018-06-25T05:33:03Z,2026-03-05T22:32:04Z,Go,52,14,350,241
FFmpeg,FFmpeg,57600,2011-04-14T14:12:38Z,2026-03-05T23:35:37Z,C,0,0,0,0
sharkdp,bat,57523,2018-04-21T10:52:23Z,2026-03-05T22:48:25Z,Rust,1577,43,1580,1266
usememos,memos,57498,2021-12-08T15:30:18Z,2026-03-05T21:11:54Z,Go,1917,86,2824,2812
h5bp,html5-boilerplate,57396,2010-01-24T18:03:24Z,2026-03-05T19:11:25Z,JavaScript,804,34,1358,1353
FuelLabs,fuel-core,57341,2020-08-27T21:12:14Z,2026-03-05T07:22:49Z,Rust,1616,124,1154,996
withastro,astro,57287,2021-03-15T17:19:47Z,2026-03-05T21:46:36Z,TypeScript,8245,1000,5975,5787
pmndrs,zustand,57248,2019-04-09T09:10:06Z,2026-03-05T20:44:08Z,TypeScript,888,101,693,691
scutan90,DeepLearning-500-questions,57180,2018-06-27T06:36:45Z,2026-03-05T16:11:39Z,JavaScript,302,0,192,81
zylon-ai,private-gpt,57151,2023-05-02T09:15:31Z,2026-03-05T23:42:05Z,Python,226,10,1227,965
ultralytics,yolov5,56934,2020-05-18T03:45:11Z,2026-03-05T17:56:57Z,Python,2239,10,9440,9401
soimort,you-get,56764,2012-08-20T15:53:36Z,2026-03-05T15:01:44Z,Python,582,123,0,0
pocketbase,pocketbase,56562,2022-07-05T06:06:21Z,2026-03-05T21:48:45Z,Go,55,244,1952,1928
dani-garcia,vaultwarden,56353,2018-02-17T22:40:20Z,2026-03-05T23:40:07Z,Rust,1080,78,2562,2552
remix-run,react-router,56281,2014-05-16T22:22:51Z,2026-03-05T16:58:53Z,TypeScript,3414,326,8311,8197
pathwaycom,llm-app,56215,2023-07-19T08:43:37Z,2026-03-05T21:50:10Z,Jupyter Notebook,49,0,18,13
meilisearch,meilisearch,56198,2018-04-23T11:45:28Z,2026-03-05T22:54:55Z,Rust,2339,299,2393,2167
ageitgey,face_recognition,56176,2017-03-03T21:52:39Z,2026-03-05T18:21:42Z,Python,94,2,1378,598
rust-unofficial,awesome-rust,55992,2014-07-17T10:45:10Z,2026-03-05T22:41:31Z,Rust,1696,0,143,133
pi-hole,pi-hole,55977,2014-06-08T15:02:55Z,2026-03-05T22:04:32Z,Shell,2171,123,3126,3095
gatsbyjs,gatsby,55945,2015-05-21T22:43:05Z,2026-03-05T22:03:04Z,JavaScript,18253,158,14130,13914
rclone,rclone,55862,2014-03-16T16:19:57Z,2026-03-05T22:16:58Z,Go,2307,121,5967,5034
azl397985856,leetcode,55819,2018-03-30T09:13:51Z,2026-03-05T15:29:35Z,JavaScript,257,40,256,248
Textualize,rich,55693,2019-11-10T15:28:09Z,2026-03-05T21:20:47Z,Python,860,175,1481,1264
Mintplex-Labs,anything-llm,55659,2023-06-04T02:29:14Z,2026-03-05T23:39:07Z,JavaScript,1298,25,3222,2945
wasabeef,awesome-android-ui,55567,2014-12-24T01:45:03Z,2026-03-05T18:25:28Z,,90,0,115,94
opendatalab,MinerU,55554,2024-02-29T08:52:34Z,2026-03-05T22:45:39Z,Python,1319,143,2093,1903
RVC-Boss,GPT-SoVITS,55515,2024-01-14T18:05:21Z,2026-03-05T20:35:33Z,Python,355,4,2008,1232
tiimgreen,github-cheat-sheet,55506,2014-04-12T16:38:42Z,2026-03-05T23:21:36Z,,129,0,75,49
golang-standards,project-layout,55501,2017-09-09T16:33:26Z,2026-03-05T19:02:48Z,Makefile,94,0,115,44
AntonOsika,gpt-engineer,55211,2023-04-29T12:52:15Z,2026-03-05T21:20:53Z,Python,351,21,501,470
microsoft,autogen,55202,2023-08-18T11:43:45Z,2026-03-05T23:30:55Z,Python,2534,98,2940,2494
Z4nzu,hackingtool,55169,2020-04-11T09:21:31Z,2026-03-05T23:19:49Z,Python,57,0,392,322
FoundationAgents,OpenManus,55032,2025-03-06T14:08:14Z,2026-03-05T23:29:52Z,Python,115,3,741,388
appwrite,appwrite,55022,2019-04-08T16:36:25Z,2026-03-05T21:25:37Z,TypeScript,4448,120,4298,3756
deepfakes,faceswap,55012,2017-12-19T09:44:13Z,2026-03-05T22:32:21Z,Python,363,5,898,896
docling-project,docling,54988,2024-07-09T07:50:26Z,2026-03-05T23:23:03Z,Python,737,155,1630,817
starship,starship,54546,2019-04-02T03:23:12Z,2026-03-05T22:58:37Z,Rust,3060,138,2629,1853
lencx,ChatGPT,54374,2022-12-07T09:43:02Z,2026-03-05T20:55:12Z,Rust,123,34,1253,368
marktext,marktext,54222,2017-11-12T16:05:25Z,2026-03-05T23:18:08Z,JavaScript,944,36,3002,1654
ElemeFE,element,54206,2016-09-03T06:19:26Z,2026-03-05T15:43:37Z,Vue,3231,145,17894,15249
karpathy,nanoGPT,54175,2022-12-28T00:51:12Z,2026-03-05T21:30:53Z,Python,45,0,353,114
go-gitea,gitea,54108,2016-11-01T02:13:26Z,2026-03-05T23:42:15Z,Go,18520,224,15436,12818
maybe-finance,maybe,54048,2024-01-01T22:23:46Z,2026-03-05T23:10:42Z,Ruby,1073,28,0,0
ultralytics,ultralytics,53967,2022-09-11T16:39:45Z,2026-03-05T23:01:42Z,Python,4245,349,12487,12355
psf,requests,53856,2011-02-13T18:38:17Z,2026-03-05T22:32:44Z,Python,1619,14,4127,3943
necolas,normalize.css,53755,2011-05-04T10:20:25Z,2026-03-05T23:18:00Z,CSS,56,0,517,470
laurent22,joplin,53740,2017-01-16T21:49:41Z,2026-03-05T22:47:04Z,TypeScript,5231,400,7762,7180
facebookresearch,segment-anything,53571,2023-03-23T17:03:03Z,2026-03-05T23:42:14Z,Jupyter Notebook,16,0,717,182
wagoodman,dive,53488,2018-05-13T15:44:01Z,2026-03-05T22:15:24Z,Go,164,28,373,205
unslothai,unsloth,53380,2023-11-29T16:50:09Z,2026-03-05T23:35:02Z,Python,775,23,2974,2114
romkatv,powerlevel10k,53207,2019-02-24T19:09:45Z,2026-03-05T18:00:12Z,Shell,168,33,2604,2488
vuejs,core,53146,2018-06-12T13:49:36Z,2026-03-05T23:40:43Z,TypeScript,3638,268,5954,5303
ngosang,trackerslist,53095,2016-04-24T11:57:57Z,2026-03-05T23:15:56Z,,1,0,509,501
microsoft,ai-agents-for-beginners,53090,2024-11-28T10:42:52Z,2026-03-05T23:27:28Z,Jupyter Notebook,317,0,86,86
google,material-design-icons,52941,2014-10-08T18:01:28Z,2026-03-05T20:31:12Z,,50,16,1563,1177
mozilla,pdf.js,52927,2011-04-26T06:32:03Z,2026-03-05T21:49:22Z,JavaScript,8472,83,10424,9992
firstcontributions,first-contributions,52850,2016-09-20T14:35:09Z,2026-03-05T23:40:40Z,,94648,0,1365,1328
WerWolv,ImHex,52789,2020-11-10T14:27:00Z,2026-03-05T22:53:16Z,C++,725,82,1556,1252
Zie619,n8n-workflows,52525,2025-05-14T08:43:59Z,2026-03-05T23:07:28Z,Python,34,1,98,80
JetBrains,kotlin,52420,2012-02-13T17:29:58Z,2026-03-05T22:51:47Z,Kotlin,2136,284,0,0
ionic-team,ionic-framework,52382,2013-08-20T23:06:02Z,2026-03-05T18:59:09Z,TypeScript,6519,930,22140,21546
cloudcommunity,Free-Certifications,52317,2020-07-31T10:26:19Z,2026-03-05T23:08:37Z,,115,0,65,19
sickcodes,Docker-OSX,52228,2020-06-04T11:01:37Z,2026-03-05T21:54:44Z,Shell,109,0,681,287
TryGhost,Ghost,51970,2013-05-04T11:09:13Z,2026-03-05T21:51:02Z,JavaScript,15694,954,7219,7153
typst,typst,51802,2019-09-24T21:41:56Z,2026-03-05T22:39:26Z,Rust,2234,27,4056,2958
PowerShell,PowerShell,51745,2016-01-13T23:41:35Z,2026-03-05T14:18:29Z,C#,8063,193,13323,12139
prettier,prettier,51730,2016-11-29T17:13:37Z,2026-03-05T22:40:08Z,JavaScript,9665,134,7179,5980
2dust,v2rayNG,51715,2019-05-15T02:15:31Z,2026-03-05T20:57:01Z,Kotlin,541,282,3690,3684
etcd-io,etcd,51612,2013-07-06T21:57:21Z,2026-03-05T20:09:18Z,Go,10221,272,7120,7007
xai-org,grok-1,51535,2024-03-17T08:53:38Z,2026-03-05T20:35:09Z,Python,5,0,0,0
termux,termux-app,51522,2015-10-23T09:42:46Z,2026-03-05T23:09:41Z,Java,177,95,3024,2592
google,guava,51481,2014-05-29T16:23:17Z,2026-03-05T20:33:54Z,Java,1195,57,3649,3029
vsouza,awesome-ios,51462,2014-07-10T16:03:45Z,2026-03-05T23:08:07Z,Swift,2240,0,494,490
jekyll,jekyll,51421,2008-10-20T06:29:03Z,2026-03-05T21:36:04Z,Ruby,3197,112,4925,4798
coollabsio,coolify,51398,2021-01-25T20:54:01Z,2026-03-05T23:32:07Z,PHP,2305,665,3464,2884
Semantic-Org,Semantic-UI,51140,2013-04-08T23:32:04Z,2026-03-05T15:43:49Z,JavaScript,356,154,6235,5269
chinese-poetry,chinese-poetry,51020,2016-09-02T03:32:25Z,2026-03-05T15:35:27Z,JavaScript,137,1,213,92
DefinitelyTyped,DefinitelyTyped,51012,2012-10-05T16:39:45Z,2026-03-05T22:33:32Z,TypeScript,52950,1,8109,7543
agalwood,Motrix,50977,2018-12-18T11:45:05Z,2026-03-05T20:38:16Z,JavaScript,192,21,1354,597
ethereum,go-ethereum,50892,2013-12-26T13:05:46Z,2026-03-05T18:14:48Z,Go,8780,228,8635,8448
justjavac,awesome-wechat-weapp,50575,2016-09-22T20:04:48Z,2026-03-05T22:52:33Z,,278,0,0,0
poteto,hiring-without-whiteboards,50472,2017-03-15T05:09:01Z,2026-03-05T20:58:56Z,JavaScript,1309,0,0,0
charlax,professional-programming,50420,2015-11-07T05:07:52Z,2026-03-05T20:31:20Z,Python,43,0,32,32
FlowiseAI,Flowise,50396,2023-03-31T12:23:09Z,2026-03-05T22:29:04Z,TypeScript,1571,80,2506,1870
dockur,windows,50224,2024-01-14T13:09:40Z,2026-03-05T23:31:13Z,Shell,518,119,981,881
jgthms,bulma,50058,2016-01-23T23:48:34Z,2026-03-05T21:47:10Z,CSS,646,22,2743,2403
jesseduffield,lazydocker,49989,2019-05-18T08:53:50Z,2026-03-05T23:13:10Z,Go,191,45,397,204
harry0703,MoneyPrinterTurbo,49964,2024-03-11T02:57:34Z,2026-03-05T22:02:18Z,Python,145,9,618,400
Avik-Jain,100-Days-Of-ML-Code,49762,2018-07-05T09:11:43Z,2026-03-05T23:41:18Z,,6,0,0,0
mastodon,mastodon,49705,2016-02-22T15:01:25Z,2026-03-05T23:46:46Z,Ruby,19158,327,12737,8545
cypress-io,cypress,49596,2015-03-04T00:46:28Z,2026-03-05T22:11:50Z,TypeScript,8074,387,15321,14121
NARKOZ,hacker-scripts,49430,2015-11-21T19:05:09Z,2026-03-05T21:15:12Z,JavaScript,63,0,104,68
odoo,odoo,49326,2014-05-13T15:38:58Z,2026-03-05T23:01:53Z,Python,6182,0,18815,15253
lyswhut,lx-music-desktop,49146,2019-08-14T14:31:08Z,2026-03-05T19:58:31Z,TypeScript,88,112,2353,1275
dkhamsing,open-source-ios-apps,49114,2015-01-26T23:32:34Z,2026-03-05T22:26:57Z,,1543,37,333,333
AlistGo,alist,49108,2020-12-23T17:40:29Z,2026-03-05T21:04:05Z,Go,899,143,4433,3890
jellyfin,jellyfin,49073,2018-12-09T06:36:45Z,2026-03-05T23:31:39Z,C#,5176,102,8191,7558
nlohmann,json,49031,2013-07-04T08:47:49Z,2026-03-05T22:21:18Z,C++,1007,45,2367,2330
dbeaver,dbeaver,48958,2015-10-21T08:26:28Z,2026-03-05T23:31:11Z,Java,6727,243,20010,16848
mem0ai,mem0,48832,2023-06-20T08:58:36Z,2026-03-05T23:42:42Z,Python,1819,273,1396,938
huginn,huginn,48815,2013-03-10T06:00:31Z,2026-03-05T23:11:05Z,Ruby,1056,1,2179,1576
TanStack,query,48705,2019-09-10T19:23:58Z,2026-03-05T21:54:20Z,TypeScript,3200,1000,2273,2203
ChrisTitusTech,winutil,48595,2022-04-28T02:25:19Z,2026-03-05T23:20:18Z,PowerShell,1066,34,2146,2141
iamkun,dayjs,48579,2018-04-10T09:26:44Z,2026-03-05T12:55:34Z,JavaScript,715,125,1825,867
JuliaLang,julia,48530,2011-04-21T07:01:50Z,2026-03-05T23:28:25Z,Julia,26881,195,25836,21991
ReactiveX,RxJava,48490,2013-01-08T20:11:48Z,2026-03-05T13:24:23Z,Java,3377,243,3181,3167
algorithm-visualizer,algorithm-visualizer,48372,2016-05-15T00:27:45Z,2026-03-05T15:41:16Z,JavaScript,183,0,123,76
pandas-dev,pandas,48063,2010-08-24T01:37:33Z,2026-03-05T22:40:14Z,Python,27965,118,28153,24714
sansan0,TrendRadar,48061,2025-04-28T11:42:16Z,2026-03-05T22:24:38Z,Python,1,0,396,361
moment,moment,48058,2011-03-01T02:46:06Z,2026-03-05T15:39:50Z,JavaScript,714,0,4166,3915
hashicorp,terraform,47882,2014-03-13T22:25:48Z,2026-03-05T20:47:18Z,Go,13205,403,21614,19844
upstash,context7,47839,2025-03-26T23:40:39Z,2026-03-05T23:37:43Z,TypeScript,264,49,1670,1522
x64dbg,x64dbg,47829,2015-04-11T20:48:23Z,2026-03-05T21:58:37Z,C++,774,4,2686,2110
lllyasviel,Fooocus,47811,2023-08-09T18:43:40Z,2026-03-05T23:20:16Z,Python,448,21,1642,1419
type-challenges,type-challenges,47777,2020-07-23T14:33:11Z,2026-03-05T22:40:38Z,TypeScript,600,0,37045,3998
expo,expo,47727,2016-08-15T17:14:25Z,2026-03-05T21:38:45Z,TypeScript,20634,0,18132,17803
serhii-londar,open-source-mac-os-apps,47705,2017-11-03T02:35:33Z,2026-03-05T22:55:26Z,,614,0,219,210
kelseyhightower,kubernetes-the-hard-way,47648,2016-07-07T14:15:27Z,2026-03-05T22:52:41Z,,73,0,438,416
minimaxir,big-list-of-naughty-strings,47606,2015-08-08T20:57:20Z,2026-03-05T17:31:33Z,Python,89,0,101,32
kamranahmedse,design-patterns-for-humans,47605,2017-02-16T21:24:39Z,2026-03-05T15:43:42Z,,50,0,52,47
bigskysoftware,htmx,47559,2020-04-13T16:17:51Z,2026-03-05T23:06:16Z,JavaScript,1049,27,1671,1068
gogs,gogs,47545,2014-02-12T01:57:08Z,2026-03-05T22:29:53Z,Go,1869,96,5176,4255
skylot,jadx,47516,2013-03-18T17:08:21Z,2026-03-05T19:53:30Z,Java,621,34,2050,1635
karan,Projects,47454,2013-07-04T13:37:27Z,2026-03-05T23:38:00Z,,19,0,92,37
run-llama,llama_index,47394,2022-11-02T04:24:54Z,2026-03-05T23:23:34Z,Python,7639,425,6934,6718
freqtrade,freqtrade,47386,2017-05-17T23:48:53Z,2026-03-05T22:19:53Z,Python,6325,110,5559,5529
ggml-org,whisper.cpp,47255,2022-09-25T18:26:37Z,2026-03-05T23:31:45Z,C++,932,31,1871,873
akullpp,awesome-java,47210,2014-07-09T10:12:43Z,2026-03-05T22:36:37Z,,733,0,139,136
1c7,chinese-independent-developer,47006,2017-09-21T11:08:23Z,2026-03-05T21:56:37Z,,411,0,243,239
typescript-cheatsheets,react,46982,2018-06-02T04:08:16Z,2026-03-05T20:16:29Z,JavaScript,375,0,224,224
brillout,awesome-react-components,46964,2016-06-24T15:19:33Z,2026-03-05T18:24:50Z,,343,0,56,45
jakevdp,PythonDataScienceHandbook,46952,2016-08-10T14:24:36Z,2026-03-05T22:50:15Z,Jupyter Notebook,28,0,208,79
serverless,serverless,46944,2015-04-21T03:48:40Z,2026-03-05T09:41:52Z,JavaScript,4849,480,6598,5481
v2ray,v2ray-core,46924,2015-09-04T11:42:53Z,2026-03-05T13:26:29Z,Go,203,247,2596,2593
slab,quill,46913,2012-07-30T23:23:18Z,2026-03-05T21:32:28Z,TypeScript,382,95,3821,3269
square,okhttp,46911,2012-07-23T13:42:55Z,2026-03-05T13:21:38Z,Kotlin,3965,0,4246,4180
Homebrew,brew,46847,2016-03-06T05:08:38Z,2026-03-05T23:08:08Z,Ruby,13794,473,4995,4987
pixijs,pixijs,46684,2013-01-21T22:40:50Z,2026-03-05T20:43:14Z,TypeScript,3805,303,6071,5800
GokuMohandas,Made-With-ML,46602,2018-11-05T03:44:27Z,2026-03-05T22:50:46Z,Jupyter Notebook,147,1,77,59
discourse,discourse,46498,2013-01-12T00:25:55Z,2026-03-05T23:16:03Z,Ruby,33401,0,0,0
tw93,Pake,46450,2022-10-14T09:32:57Z,2026-03-05T23:24:54Z,Rust,110,41,474,473
OpenCut-app,OpenCut,46373,2025-06-22T08:02:17Z,2026-03-05T22:14:37Z,TypeScript,187,2,249,85
metabase,metabase,46306,2015-02-02T19:25:47Z,2026-03-05T23:02:07Z,Clojure,39478,733,24378,20723
DovAmir,awesome-design-patterns,46285,2018-06-04T17:47:48Z,2026-03-05T22:27:04Z,,30,0,16,5
makeplane,plane,46248,2022-11-19T12:55:01Z,2026-03-05T23:35:02Z,TypeScript,6278,54,1565,964
ClickHouse,ClickHouse,46199,2016-06-02T08:28:18Z,2026-03-05T23:20:23Z,C++,59083,746,27421,22869
virattt,ai-hedge-fund,46174,2024-11-29T16:30:01Z,2026-03-05T23:24:51Z,Python,40,0,230,203
ziishaned,learn-regex,46159,2017-07-22T12:21:03Z,2026-03-05T22:34:30Z,,132,0,87,36
Asabeneh,30-Days-Of-JavaScript,46150,2019-12-23T14:07:40Z,2026-03-05T19:20:21Z,JavaScript,100,0,178,60
oobabooga,text-generation-webui,46144,2022-12-21T04:17:37Z,2026-03-05T22:32:43Z,Python,1235,92,4097,1455
dypsilon,frontend-dev-bookmarks,46131,2013-06-22T13:23:55Z,2026-03-05T22:27:05Z,,129,1,109,82
astral-sh,ruff,46125,2022-08-09T17:17:44Z,2026-03-05T23:46:00Z,Rust,13605,402,7797,6158
acmesh-official,acme.sh,45861,2015-12-26T12:56:33Z,2026-03-05T22:30:15Z,Shell,1511,46,3511,2387
microsoft,AI-For-Beginners,45853,2021-03-03T16:27:36Z,2026-03-05T21:37:19Z,Jupyter Notebook,289,0,149,148
microsoft,monaco-editor,45666,2016-06-07T16:56:31Z,2026-03-05T23:18:02Z,JavaScript,558,187,3965,3229
tldraw,tldraw,45657,2021-05-09T11:48:37Z,2026-03-05T22:27:43Z,TypeScript,4427,101,2153,1877
android,architecture-samples,45594,2016-02-05T13:42:07Z,2026-03-05T13:33:03Z,Kotlin,232,0,491,349
ghostty-org,ghostty,45509,2022-03-29T17:38:26Z,2026-03-05T23:40:09Z,Zig,3606,1,2015,1888
GitHubDaily,GitHubDaily,45458,2018-12-30T13:56:58Z,2026-03-05T22:38:29Z,,3,0,712,181
prisma,prisma,45453,2019-06-20T13:33:47Z,2026-03-05T22:40:42Z,TypeScript,6747,242,11823,9435
LeCoupa,awesome-cheatsheets,45447,2017-11-09T02:47:15Z,2026-03-05T09:38:43Z,JavaScript,171,0,100,59
jeecgboot,JeecgBoot,45338,2018-11-26T10:40:00Z,2026-03-05T13:29:49Z,Java,126,68,8155,8119
ColorlibHQ,AdminLTE,45319,2013-12-25T02:52:40Z,2026-03-05T16:08:22Z,CSS,1565,77,2907,2769
jestjs,jest,45308,2013-12-10T00:18:04Z,2026-03-05T18:00:39Z,TypeScript,5774,213,8178,7971
google,zx,45244,2021-05-05T05:50:01Z,2026-03-05T16:32:37Z,JavaScript,603,100,511,492
coreybutler,nvm-windows,45233,2014-09-20T16:37:28Z,2026-03-05T17:59:19Z,Go,107,23,950,875
crewAIInc,crewAI,45218,2023-10-27T03:26:59Z,2026-03-05T23:22:25Z,Python,1393,141,1765,1689
bevyengine,bevy,44897,2020-01-18T21:13:55Z,2026-03-05T21:57:59Z,Rust,7483,53,8010,5351
NanmiCoder,MediaCrawler,44892,2023-06-09T12:14:34Z,2026-03-05T21:44:33Z,Python,132,0,567,435
RocketChat,Rocket.Chat,44821,2015-05-19T07:36:09Z,2026-03-05T22:23:37Z,TypeScript,15683,1000,16818,14498
isocpp,CppCoreGuidelines,44814,2015-08-19T20:22:52Z,2026-03-05T20:04:21Z,CSS,825,4,1230,990
meteor,meteor,44779,2012-01-19T01:58:17Z,2026-03-05T13:29:11Z,JavaScript,2664,0,9256,9020
KRTirtho,spotube,44753,2021-02-14T03:17:58Z,2026-03-05T23:13:29Z,Dart,257,43,2023,1304
coqui-ai,TTS,44722,2020-05-20T15:45:28Z,2026-03-05T23:18:58Z,Python,467,98,1229,1225
vercel,hyper,44698,2016-07-01T06:01:21Z,2026-03-05T21:52:12Z,TypeScript,3291,88,3821,2874
slidevjs,slidev,44648,2021-04-24T01:25:23Z,2026-03-05T23:48:02Z,TypeScript,804,419,1295,1139
penpot,penpot,44597,2015-12-29T22:09:07Z,2026-03-05T22:56:43Z,Clojure,5511,69,2171,1625
Leaflet,Leaflet,44595,2010-09-22T16:57:44Z,2026-03-05T21:28:38Z,JavaScript,3237,34,5342,4943
gedoor,legado,44571,2019-05-22T04:18:58Z,2026-03-05T19:54:54Z,Kotlin,1139,115,3199,3171
react-hook-form,react-hook-form,44561,2019-03-05T23:47:10Z,2026-03-05T20:13:53Z,TypeScript,2141,600,4926,4841
karpathy,nanochat,44549,2025-10-13T13:46:35Z,2026-03-05T23:34:36Z,Python,73,0,118,102
apache,airflow,44503,2015-04-13T18:04:58Z,2026-03-05T23:40:20Z,Python,34175,114,13887,12542
grpc,grpc,44442,2014-12-08T18:58:53Z,2026-03-05T22:54:42Z,C++,20507,364,11918,11223
GitSquared,edex-ui,44378,2017-01-28T09:35:02Z,2026-03-05T22:57:56Z,JavaScript,399,29,559,553
pyenv,pyenv,44358,2012-08-31T06:57:52Z,2026-03-05T23:26:17Z,Shell,1039,150,1882,1832
sudheerj,reactjs-interview-questions,44316,2018-05-31T17:17:01Z,2026-03-05T21:06:06Z,JavaScript,170,0,113,109
docker,awesome-compose,44239,2020-02-13T08:51:42Z,2026-03-05T22:36:42Z,HTML,149,0,140,43
